frame_id,timestamp,contact_id,x,y,force
0,1747314850.888452
1,1747314850.921175
2,1747314850.9527767
3,1747314850.975762
4,1747314850.9805439
5,1747314850.985547
6,1747314850.990303
7,1747314851.003437
8,1747314851.0078518
9,1747314851.0133662
10,1747314851.0183785
11,1747314851.0268884
12,1747314851.0362468
13,1747314851.0412617
14,1747314851.0457656
15,1747314851.053771
16,1747314851.0636964
17,1747314851.0687008
18,1747314851.0777042
19,1747314851.0817738
20,1747314851.0861216
21,1747314851.1003735
22,1747314851.1050336
23,1747314851.1102386
24,1747314851.1184242
25,1747314851.1236115
26,1747314851.1331184
27,1747314851.1413171
28,1747314851.1459136
29,1747314851.1511872
30,1747314851.1558263
31,1747314851.1695735
32,1747314851.174077
33,1747314851.1792226
34,1747314851.1839821
35,1747314851.1917737
36,1747314851.2022917
37,1747314851.206794
38,1747314851.2148004
39,1747314851.2202618
40,1747314851.225276
41,1747314851.2384322
42,1747314851.2431653
43,1747314851.2476723
44,1747314851.2566783
45,1747314851.2606838
46,1747314851.2706525
47,1747314851.2754948
48,1747314851.2845006
49,1747314851.2891648
50,1747314851.2941713
51,1747314851.3067188
52,1747314851.3122075
53,1747314851.3164415
54,1747314851.321479
55,1747314851.3306224
56,1747314851.3389857
57,1747314851.347998
58,1747314851.3535047
59,1747314851.3580062
60,1747314851.363015
61,1747314851.376523
62,1747314851.3812723
63,1747314851.3857753
64,1747314851.3908114
65,1747314851.398845
66,1747314851.408941
67,1747314851.413955
68,1747314851.4219775
69,1747314851.4267454
70,1747314851.436782
71,1747314851.441286
72,1747314851.4494605
73,1747314851.4550872
74,1747314851.4595912
75,1747314851.4642875
76,1747314851.477818
77,1747314851.482329
78,1747314851.4870312
79,1747314851.4962225
80,1747314851.5055745
81,1747314851.5104985
82,1747314851.5186288
83,1747314851.5238798
84,1747314851.5290208
85,1747314851.5423
86,1747314851.5468025
87,1747314851.5513055
88,1747314851.5603092
89,1747314851.5652866
90,1747314851.574852
91,1747314851.5833578
92,1747314851.5882611
93,1747314851.5931218
94,1747314851.5981314
95,1747314851.6072812
96,1747314851.616391
97,1747314851.6204233
98,1747314851.6260068
99,1747314851.6305118
100,1747314851.6438527
101,1747314851.6487005
102,1747314851.6532104
103,1747314851.6580563
104,1747314851.666848
105,1747314851.6759336
106,1747314851.6814363
107,1747314851.6889396
108,1747314851.69445
109,1747314851.699456
110,1747314851.7122781
111,1747314851.7175505
112,1747314851.7225943
113,1747314851.730208
114,1747314851.7353857
115,1747314851.7453182
116,1747314851.7533236
117,1747314851.7582195
118,1747314851.7635405
119,1747314851.7681282
120,1747314851.781666
121,1747314851.7861686
122,1747314851.790875
123,1747314851.7996929
124,1747314851.809481
125,1747314851.8139963
126,1747314851.8191638
127,1747314851.8276737
128,1747314851.832042
129,1747314851.8370488
130,1747314851.8506489
131,1747314851.8554323
132,1747314851.8604429
133,1747314851.8645105
134,1747314851.8729084
135,1747314851.882938
136,1747314851.8918083
137,1747314851.896651
138,1747314851.9002888
139,1747314851.9149365
140,1747314851.9192686
141,1747314851.9244027
142,1747314851.928907
143,1747314851.9374156
144,1747314851.947755
145,1747314851.9522583
146,1747314851.9568195
